"artist","total_plays_2018","rank_2018","total_plays_2019","rank_2019","total_plays_2020","rank_2020","total_plays_2021","rank_2021","total_plays_2022","rank_2022"
"eddie bo",1,1260,,,,,,,,
"eddie floyd",1,1260,1,1301,,,,,,
"eddy grant",2,840,,,,,,,1,2066
"edenfeld",1,1260,,,,,,,,
"editors",3,679,18,269,5,761,1,2135,1,2066
"edwin starr",2,840,2,855,2,1292,1,2135,1,2066
"edwyn collins",2,840,,,,,,,,
"eels",3,679,2,855,10,523,4,1081,105,39
"einar stray orchestra",3,679,5,534,,,,,,
"eisbrecher",59,104,3,685,3,1021,3,1236,2,1439
"elastica",128,47,81,78,17,346,62,116,20,345
"elbow",8,408,8,428,18,333,8,761,9,716
"electric light orchestra",6,463,7,458,3,1021,,,2,1439
"electric six",6,463,3,685,3,1021,15,446,1,2066
"electronic",2,840,1,1301,1,1982,1,2135,,
"elkie brooks",3,679,,,2,1292,,,1,2066
"elle king",3,679,,,,,,,,
"elton john",10,362,2,855,1,1982,,,5,948
"elvis costello",17,258,12,339,5,761,16,425,13,515
"elvis presley",3,679,3,685,2,1292,,,1,2066
"embrace",1,1260,1,1301,,,,,,
"emerald park",1,1260,,,,,,,,
"enter shikari",5,507,2,855,31,208,1,2135,,
"enter the haggis",26,200,14,318,16,368,1,2135,16,422
"entertainment for the braindead",2,840,,,,,,,,
"enya",2,840,,,26,235,1,2135,2,1439
"eo",1,1260,,,,,,,,
"epica",2,840,,,,,,,,
"erasure",156,38,36,154,23,271,56,130,86,63
"erasure, echo collective",14,298,,,,,,,,
"erdbeerschnitzel",1,1260,,,,,,,,
"eric biddines",3,679,,,,,,,,
"eric clapton",2,840,1,1301,,,,,,
"eric senn & cosmic heaven",1,1260,,,,,,,,
"escala",1,1260,,,,,,,,
"escort",1,1260,,,1,1982,,,,
"estrons",1,1260,22,239,42,146,8,761,3,1188
"etta james",1,1260,1,1301,3,1021,,,,
"eugene ormandy;the philadelphia orchestra",4,583,,,,,,,,
"europe",6,463,,,,,1,2135,,
"eve 6",1,1260,,,2,1292,,,1,2066
"everything but the girl",1,1260,2,855,,,2,1500,,
"everything everything",10,362,31,178,42,146,25,297,57,110
"exciter",1,1260,,,,,,,,
"exodus",1,1260,,,,,,,,
"exuma",2,840,,,,,1,2135,1,2066
"ezra collective",2,840,,,,,,,,
"ezra furman",40,141,28,195,3,1021,1,2135,15,450
"faces",21,228,12,339,2,1292,13,511,,
"faith no more",2,840,,,1,1982,1,2135,,
"faithless",1,1260,2,855,,,6,887,1,2066
"fake laugh",2,840,3,685,,,,,,
"fake palms",1,1260,,,,,,,,
"falconer",2,840,,,3,1021,1,2135,,
"falkenbach",2,840,,,,,,,,
"fall out boy",2,840,,,,,3,1236,,
"famy",1,1260,,,,,,,,
"fan",2,840,,,,,,,,
"fat white family",73,87,461,4,267,4,180,15,281,6
"fatboy slim",1,1260,4,599,14,406,125,43,37,187
"father john misty",17,258,,,1,1982,,,13,515
"fatum",3,679,,,,,,,,
"feeder",1,1260,2,855,3,1021,1,2135,1,2066
"ferris & sylvester",16,273,4,599,2,1292,1,2135,,
"ffs",27,192,7,458,3,1021,1,2135,18,381
"fiction factory",2,840,1,1301,2,1292,,,,
"fidlar",7,436,17,279,1,1982,1,2135,1,2066
"field report",1,1260,,,,,,,,
"fields of the nephilim",2,840,,,1,1982,,,1,2066
"fifth harmony",1,1260,,,,,,,,
"film school",6,463,2,855,,,10,658,,
"finntroll",1,1260,,,,,,,,
"fir cone children",1,1260,,,,,,,,
"first aid kit",11,348,,,,,,,3,1188
"fitz & the tantrums",5,507,,,1,1982,,,,
"fleetwood mac",14,298,11,360,36,177,6,887,8,750
"flogging molly",12,329,1,1301,16,368,5,979,14,485
"florence + the machine",13,316,34,162,19,312,20,346,8,750
"florence + the machine | swedish house mafia",3,679,,,,,,,,
"florene",2,840,,,,,,,,
"flour flour",6,463,3,685,,,,,,
"flow",1,1260,,,,,,,,
"flower travelin' band",1,1260,,,,,,,,
"foals",1,1260,16,291,8,595,11,598,6,854
"foggy city orphan",1,1260,,,,,,,,
"foo fighters",2,840,1,1301,3,1021,4,1081,3,1188
"foreigner",4,583,,,1,1982,,,,
"foster the people",16,273,5,534,9,560,6,887,2,1439
"four tops",4,583,1,1301,,,,,8,750
"foxing",1,1260,,,,,1,2135,,
"foxy shazam",1,1260,,,,,,,,
"foxygen",6,463,,,1,1982,,,,
"frances cone",3,679,,,,,,,,
"frances nero",1,1260,1,1301,,,,,,
"francis and the lights",15,285,,,,,8,761,,
"francobollo",2,840,1,1301,,,11,598,3,1188
"frank wilson",2,840,1,1301,,,,,,
"frankie cosmos",1,1260,,,,,,,2,1439
"frankie goes to hollywood",97,60,1,1301,10,523,9,707,23,299
"frankie rose",2,840,,,,,,,,
"frankie valli and the four seasons",1,1260,1,1301,,,,,,
"franz ferdinand",70,90,16,291,54,112,35,217,98,45
"freddie & the dreamers",5,507,,,3,1021,1,2135,,
"free",7,436,12,339,1,1982,1,2135,1,2066
"french style furs",1,1260,2,855,,,,,,
"frightened rabbit",4,583,,,,,,,,
"frog eyes",1,1260,,,,,,,,
"frokedal",2,840,,,,,,,,
"fromuz",2,840,3,685,1,1982,3,1236,4,1038
"front 242",2,840,1,1301,,,2,1500,12,563
"fugazi",1,1260,2,855,3,1021,19,361,15,450
"fun",5,507,,,,,1,2135,,
"fun boy three",12,329,2,855,,,6,887,3,1188
"funn city",1,1260,8,428,1,1982,,,,
"future generations",1,1260,2,855,,,1,2135,,
"g flip",2,840,,,,,,,,
"g-dragon",10,362,,,,,,,,
"gabriel, dresden, sub teal",2,840,,,,,,,,
"gabriella cohen",1,1260,,,,,,,,
"gaelic storm",30,173,9,393,6,685,1,2135,14,485
"galantis",35,152,5,534,4,865,,,3,1188
"galantis, hook n sling",1,1260,,,,,,,,
"galantis, rozes",1,1260,,,,,,,,
"galantis, throttle",1,1260,,,,,,,,
"gang of four",2,840,8,428,18,333,145,31,68,88
"gang of youths",1,1260,2,855,,,1,2135,11,611
"gangstagrass",20,234,,,,,,,,
"garbage",1,1260,,,1,1982,4,1081,13,515
"gardens & villa",40,141,3,685,1,1982,1,2135,2,1439
"gary glitter",21,228,23,230,9,560,11,598,3,1188
"gary numan",4,583,1,1301,5,761,7,821,14,485
"gary u. s. bonds",1,1260,,,,,,,,
"gatekeeper",17,258,9,393,,,,,,
"gato preto",1,1260,,,,,,,,
"gay dad",2,840,,,1,1982,,,,
"gene",1,1260,1,1301,1,1982,,,,
"generation x",2,840,3,685,2,1292,1,2135,1,2066
"geneva",2,840,,,,,,,,
"gengahr",3,679,,,15,390,1,2135,1,2066
"gentleman caller vs. the elephant",1,1260,,,,,,,,
"george ezra",30,173,14,318,17,346,1,2135,,
"george ezra, first aid kit",12,329,2,855,3,1021,1,2135,,
"george frideric handel",1,1260,,,,,,,,
"george harrison",2,840,,,3,1021,1,2135,,
"george michael",1,1260,,,,,,,,
"georgie fame & the blue flames",3,679,2,855,,,,,,
"georgie fame and the blue flames",1,1260,,,,,,,,
"geri halliwell",1,1260,,,,,,,,
"gerry & the pacemakers",4,583,2,855,11,496,1,2135,2,1439
"gevolt",23,215,38,150,7,630,16,425,6,854
"gilberto gil",1,1260,,,,,,,,
"gin wigmore",10,362,,,,,,,,
"girls",2,840,,,,,10,658,,
"girls in hawaii",1,1260,,,,,,,,
"girlschool",13,316,8,428,3,1021,,,13,515
"giuseppe ottaviani",1,1260,,,,,,,,
"gladys knight & the pips",2,840,2,855,1,1982,1,2135,1,2066
"gladys knight and the pips",2,840,,,,,,,,
"glass animals",131,46,52,120,33,191,82,78,19,362
"glen wilson",14,298,14,318,2,1292,,,,
"gnarls barkley",2,840,,,,,,,,
"go-kart mozart",6,463,1,1301,2,1292,,,1,2066
"godsmack",1,1260,,,1,1982,,,,
"gogol bordello",1,1260,2,855,6,685,4,1081,,
"golden dawn arkestra",1,1260,1,1301,,,1,2135,,
"goldfrapp",9,390,,,3,1021,26,284,3,1188
"goldie",5,507,1,1301,,,4,1081,,
"gomez",1,1260,2,855,,,,,1,2066
"goon",1,1260,,,,,,,1,2066
"gordi",1,1260,,,,,,,,
"gorillaz",828,3,450,5,201,12,212,11,321,5
"grace jones",4,583,,,1,1982,17,396,4,1038
"gracie and rachel",1,1260,,,,,,,,
"graffiti 6",1,1260,,,,,,,,
"graham coxon",185,29,327,8,160,17,75,90,163,22
"grandaddy",18,248,12,339,19,312,7,821,5,948
"grandson",29,181,28,195,21,287,1,2135,1,2066
"grateful dead",2,840,159,27,101,45,40,191,,
"great news",1,1260,1,1301,,,,,,
"green day",2,840,,,1,1982,,,7,802
"greenskeepers",1,1260,,,,,,,,
"greg dulli",1,1260,,,3,1021,,,,
"grimes",83,72,38,150,161,16,37,209,29,241
"grimes feat. hana",5,507,15,303,12,461,1,2135,15,450
"groove lily",1,1260,,,,,,,,
"groovelily",11,348,2,855,3,1021,,,,
"grum, josep",2,840,,,,,,,,
"guided by voices",2,840,1,1301,7,630,78,82,7,802
"guns n' roses",3,679,6,496,5,761,4,1081,3,1188
"gurr",2,840,2,855,,,,,,
"gustav mahler",22,222,,,,,,,,
"h.i.m. (finland)",1,1260,,,,,,,,
"haim",12,329,2,855,17,346,3,1236,3,1188
"haley heynderickx",1,1260,,,,,,,,
"half man half biscuit",2,840,,,1,1982,20,346,3,1188
"half waif",1,1260,,,,,,,,
"half·alive",1,1260,,,,,,,,
"halogen",1,1260,,,,,,,,
"hammerfall",1,1260,,,1,1982,,,,
"hana vu",5,507,2,855,1,1982,,,1,2066
"happy mondays",19,242,33,169,17,346,12,544,34,208
"happy the man",1,1260,,,,,,,1,2066
"hard rock sofa & swanky tunes",2,840,,,,,,,,
"hard-fi",85,68,23,230,13,426,13,511,9,716
"hardwell | arty, matisse & sadko | adrian lux",2,840,,,,,,,,
"harlequin gold",1,1260,,,,,,,,
"harry styles",17,258,24,225,10,523,4,1081,23,299
"harvey danger",6,463,4,599,2,1292,1,2135,7,802
"hatchie",4,583,2,855,1,1982,,,2,1439
"hater",1,1260,,,4,865,,,2,1439
"haunted mansions",2,840,3,685,4,865,,,,
"haus",2,840,3,685,1,1982,,,3,1188
"have you ever seen the jane fonda aerobic vhs",3,679,,,,,,,1,2066
"hawkwind",2,840,,,,,1,2135,1,2066
"health",2,840,2,855,1,1982,,,1,2066
"heaven 17",7,436,3,685,2,1292,4,1081,3,1188
"heimatt",1,1260,,,,,,,,
"hembree",2,840,5,534,,,,,3,1188
"herb alpert & the tijuana brass",49,123,29,191,11,496,11,598,35,199
"herman's hermits",3,679,5,534,12,461,,,2,1439
"herrmutt lobby",1,1260,,,,,,,,
"hex",1,1260,,,,,,,,
"hey geronimo",3,679,2,855,,,,,,
"hi-lo & dada life",8,408,2,855,3,1021,1,2135,,
"hideout",1,1260,,,,,,,,
"high contrast",12,329,2,855,2,1292,1,2135,,
"high hazels",1,1260,,,,,,,,
"hilang child",1,1260,,,,,,,,
"him",1,1260,,,,,,,,
"hippo campus",3,679,1,1301,1,1982,8,761,13,515
"hmltd",1,1260,106,53,72,77,14,479,26,266
"hole",1,1260,2,855,,,,,1,2066
"holland–dozier–holland",1,1260,1,1301,,,,,,
"holygram",8,408,,,,,,,,
"honus honus",1,1260,,,,,,,,
"hoops",1,1260,,,,,,,,
"hot chocolate",1,1260,1,1301,1,1982,2,1500,,
"hotstreets",1,1260,,,,,,,,
"hovvdy",1,1260,,,,,,,1,2066
"how to destroy angels",1,1260,1,1301,,,,,1,2066
"how to loot brazil",2,840,2,855,,,,,,
"howard shore, marc ribot",3,679,,,,,,,,
"howard shore, sharon isbin",4,583,,,,,,,,
"howard tate",1,1260,1,1301,1,1982,,,,
"hozier",41,139,44,133,13,426,5,979,,
"hugo (rock)",1,1260,2,855,,,,,,
"human beinz",3,679,,,,,,,,
"human pyramids",1,1260,,,,,,,,
"hurricane #1",1,1260,2,855,,,,,,
"hurts",23,215,2,855,2,1292,1,2135,4,1038
"husbands",1,1260,,,1,1982,1,2135,1,2066
"husky loops",1,1260,7,458,1,1982,12,544,1,2066
"husten",2,840,,,,,,,,
"hybrid",1,1260,,,,,,,1,2066
"hypernova",1,1260,1,1301,,,,,,
"hyunah",1,1260,1,1301,,,1,2135,,
"i heart sharks",2,840,,,,,,,,
"ibibio sound machine",6,463,,,20,302,3,1236,8,750
"ice mc ",7,436,1,1301,,,1,2135,,
"ider",1,1260,,,,,,,,
"idles",4,583,122,48,222,7,331,3,228,9
"idlewild",1,1260,3,685,,,,,,
"iggy & the stooges",2,840,,,,,,,,
"iggy pop",64,97,58,112,52,118,31,238,33,217
"igor kornelyuk",1,1260,20,249,1,1982,2,1500,,
"ike & tina turner",1,1260,,,,,,,,
"ilan bluestone, ilan bluestone, koven",3,679,,,,,,,,
"ilk",1,1260,1,1301,,,,,,
"illuminati hotties",2,840,3,685,2,1292,2,1500,1,2066
"imagine dragons",8,408,7,458,1,1982,5,979,2,1439
"imitating aeroplanes",1,1260,,,,,,,,
"imperative reaction",1,1260,1,1301,,,,,1,2066
"incubus",3,679,2,855,1,1982,,,,
"indeep",8,408,,,1,1982,1,2135,5,948
"indian askin",1,1260,2,855,,,,,,
"indoor pets",2,840,4,599,,,,,,
"information society",1,1260,3,685,,,6,887,,
"ingrid michaelson",1,1260,,,,,,,1,2066
"insecure men",5,507,64,101,24,259,,,22,315
"inspiral carpets",2,840,,,1,1982,2,1500,2,1439
"interpol",37,146,13,325,28,225,8,761,10,666
"invoke",1,1260,,,,,,,,
"inxs",7,436,1,1301,,,,,,
"iris",1,1260,1,1301,,,,,1,2066
"iris chamber orchestra",1,1260,,,,,,,,
"iron & wine",1,1260,,,,,,,,
"iron maiden",17,258,19,260,15,390,4,1081,1,2066
"irontom",86,67,46,128,12,461,6,887,10,666
"irontom feat. aaron bruno",5,507,2,855,,,,,,
"isley brothers",1,1260,1,1301,,,,,,
"ivan gough & feenixpawl feat. georgi kay",2,840,,,,,,,,
"j balvin & willy william",1,1260,,,,,,,,
"j. geils band",1,1260,,,,,,,,
"j.f.k",1,1260,,,,,,,,
"jaakko aukusti",2,840,,,,,,,,
"jack drag",1,1260,,,,,,,,
"jack johnson",6,463,2,855,,,,,,
"jack white",41,139,3,685,,,2,1500,23,299
"jackie dunn macisaac/wendy macisaac",3,679,,,3,1021,,,,
"jackie mendoza",1,1260,,,,,,,,
"jade bird",1,1260,,,,,,,,
"jake bugg",17,258,17,279,29,221,8,761,11,611
"jake shears",29,181,2,855,,,,,,
"jamelia",1,1260,,,,,,,,
"james",6,463,,,,,,,1,2066
"james bay",1,1260,,,,,,,,
"james blake",27,192,19,260,7,630,28,264,,
"james brown",6,463,1,1301,10,523,,,2,1439
"james depreist",1,1260,,,,,,,,
"james new",2,840,,,,,,,,
"jamie t",14,298,36,154,30,214,21,334,37,187
"jamiroquai",2,840,1,1301,,,2,1500,1,2066
"janelle monae",32,164,17,279,6,685,7,821,16,422
"janelle monáe",26,200,,,3,1021,,,,
"japanese breakfast",2,840,,,,,11,598,,
"jason derulo",1,1260,,,,,,,,
"jay and the techniques",1,1260,1,1301,,,,,,
"jay som",1,1260,,,,,,,,
"jay-z and kanye west",1,1260,2,855,4,865,1,2135,6,854
"jaytech",3,679,,,,,,,,
"jealous of the birds",2,840,,,,,,,,
"jeff danna & mychael danna",1,1260,,,,,,,,
"jem",4,583,1,1301,,,,,1,2066
"jermaine jackson & pia zadora",4,583,,,,,,,,
"jerry butler",1,1260,1,1301,,,,,1,2066
"jerry holland/allan dewar",1,1260,,,1,1982,,,,
"jess glynne",1,1260,,,,,,,,
"jess ribeiro",1,1260,,,,,,,,
"jesse jo stark",1,1260,,,,,,,,
"jessie j, ariana grande & nicki minaj",1,1260,1,1301,,,,,2,1439
"jesus jones",2,840,1,1301,3,1021,,,1,2066
"jet",2,840,,,5,761,2,1500,11,611
"jethro tull",114,54,104,55,94,56,46,171,36,193
"jimi hendrix",4,583,2,855,6,685,7,821,2,1439
"jimmy cliff",2,840,1,1301,,,,,1,2066
"jimmy eat world",16,273,,,1,1982,1,2135,8,750
"jimmy ruffin",1,1260,1,1301,1,1982,,,1,2066
"jinja safari",1,1260,,,,,,,,
"jj72",2,840,2,855,,,,,,
"joan jett",4,583,,,,,,,,
"joan jett & the blackhearts",5,507,6,496,6,685,4,1081,5,948
"joe cocker",1,1260,,,,,,,,
"joe jackson",2,840,1,1301,,,47,163,16,422
"joe satriani",70,90,95,64,24,259,5,979,36,193
"johan gielen pres. airscape",1,1260,,,,,,,,
"john entwistle",3,679,,,39,166,14,479,,
"john kongos",19,242,7,458,16,368,27,274,,
"john lennon",10,362,1,1301,1,1982,4,1081,,
"john maus",122,51,100,58,38,169,5,979,19,362
"john newman",6,463,7,458,8,595,4,1081,15,450
"johnnie taylor",1,1260,1,1301,,,,,,
"johnny flynn",1,1260,,,1,1982,,,,
"johnny hollow",1,1260,1,1301,,,7,821,,
"johnny kills",1,1260,,,,,,,,
"johnny marr",77,80,80,79,31,208,49,157,23,299
"johnny preston",1,1260,,,,,,,,
"jonathan bree",1,1260,,,3,1021,,,,
"jonathan wilson",75,82,51,123,108,37,1,2135,14,485
"jonny royall",1,1260,,,,,,,,
"jordan klassen",2,840,,,1,1982,,,,
"jos bouchard",1,1260,,,,,,,,
"joseph allard; frank laforge",1,1260,,,,,,,,
"josh woodward",1,1260,,,,,,,,
"joshua burnside",1,1260,,,,,,,,
"joy again",1,1260,,,,,,,,
"joy division",51,120,69,91,47,129,58,126,90,55
"joywave",58,105,20,249,21,287,14,479,28,250
"jr walker and the all stars",2,840,2,855,,,,,,
"jr. walker & the all stars",2,840,,,,,,,6,854
"judas priest",117,53,35,158,12,461,52,144,12,563
"jukebox the ghost",1,1260,,,,,,,,
"julian lennon",2,840,1,1301,,,,,,
"julie byrne",1,1260,,,,,,,,
"justice",5,507,1,1301,,,20,346,8,750
"k.flay",127,48,35,158,19,312,9,707,14,485
"kacey musgraves",13,316,,,,,,,1,2066
"kady rain",1,1260,,,,,,,,
"kaiser chiefs",168,34,161,26,62,94,30,246,6,854
"kaleida",1,1260,,,,,,,,
"kaleo",1,1260,,,,,,,,
"kamerata ",1,1260,1,1301,,,10,658,,
"kane strang",1,1260,,,1,1982,1,2135,,
"kansas",1,1260,,,,,,,,
"kanye west",8,408,6,496,6,685,2,1500,5,948
"karaoke mouse",1,1260,,,,,,,1,2066
"kasabian",413,6,447,6,319,2,114,50,162,23
"kate nash",13,316,2,855,,,1,2135,1,2066
"katie von schleicher",1,1260,,,,,,,,
"kauf",2,840,,,,,,,,
"ke$ha",2,840,,,,,,,6,854
"keane",2,840,,,2,1292,1,2135,,
"keinzweiter",1,1260,,,,,,,,
"kendrick lamar",1,1260,,,,,1,2135,1,2066
"kendrick lamar, sza",1,1260,2,855,,,,,,
"kenny",1,1260,,,,,,,,
"kenny loggins",2,840,2,855,1,1982,,,1,2066
"kid karate",1,1260,,,,,,,,
"kidneythieves",1,1260,1,1301,,,2,1500,,
"kids of 88",18,248,9,393,3,1021,8,761,12,563
"killing joke",1,1260,,,14,406,16,425,19,362
"kim weston",4,583,3,685,1,1982,,,1,2066
"kim wilde",12,329,1,1301,,,7,821,6,854
"kimbra",12,329,,,,,,,,
"king crimson",1,1260,,,,,1,2135,1,2066
"king gizzard & the lizard wizard",5,507,69,91,91,58,130,38,79,75
"kinks",77,80,171,24,150,19,,,,
"kinnon beaton, betty beaton",3,679,,,3,1021,,,,
"kinnon beaton/betty beaton/owen d. gillis",1,1260,,,1,1982,,,,
"kiss",5,507,,,1,1982,,,,
"kithkin",1,1260,,,,,,,,
"klaus tennstedt: berlin philharmonic orchestra",11,348,1,1301,1,1982,3,1236,,
"klaus tennstedt: chicago symphony orchestra",4,583,1,1301,,,1,2135,,
"klaxons",50,122,64,101,24,259,10,658,10,666
"kmfdm",2,840,,,,,,,,
"knack",22,222,18,269,33,191,,,,
"kongos",65,95,228,16,48,125,57,128,24,290
"korpiklaani",31,168,5,534,54,112,14,479,,
"kovacs",18,248,,,,,,,,
"kraftwerk",30,173,,,2,1292,20,346,11,611
"krill.minima",1,1260,,,,,,,,
"kriss",1,1260,,,,,,,,
"kt tunstall",1,1260,,,1,1982,,,,
"kula shaker",1,1260,1,1301,,,2,1500,,
"kurt vile",2,840,,,6,685,4,1081,1,2066
"kyau, albert, albert vs. genix, genix",2,840,,,,,,,,
"kygo & ellie goulding",1,1260,,,,,,,,
"kylie minogue",36,150,7,458,6,685,4,1081,21,330
"l.a. salami",1,1260,,,,,,,,
"l7",1,1260,,,,,8,761,2,1439
"la bete blooms",1,1260,,,,,,,,
"lady gaga",6,463,,,1,1982,,,,
"lala lala",1,1260,,,2,1292,,,,
"lauran hibberd",1,1260,,,,,1,2135,,
"lavern baker",4,583,,,,,,,,
"lcd soundsystem",36,150,34,162,29,221,24,312,24,290
"le butcherettes",2,840,64,101,3,1021,2,1500,13,515
"le tigre",1,1260,1,1301,1,1982,19,361,2,1439
"led zeppelin",35,152,34,162,56,107,45,174,17,401
"lee hyori",1,1260,1,1301,1,1982,1,2135,,
"leftfield",10,362,6,496,3,1021,18,381,52,128
"leon lour feat. victoria duffield",1,1260,2,855,,,,,,
"leonard bernstein",2,840,,,,,,,,
"leonard bernstein: london symphony orchestra & chorus",4,583,1,1301,,,,,,
"les misérables cast",1,1260,,,,,,,,
"less than jake",2,840,,,1,1982,,,1,2066
"let's eat grandma",1,1260,,,,,1,2135,1,2066
"level 42",2,840,,,,,1,2135,1,2066
"lewis del mar",3,679,,,4,865,9,707,1,2066
"li'l andy",18,248,60,108,17,346,19,361,22,315
"liam gallagher",177,31,178,21,28,225,27,274,55,117
"liars",1,1260,,,13,426,95,65,28,250
"libertines",27,192,1,1301,1,1982,,,,
"liberty x",2,840,,,,,,,,
"lil wayne",1,1260,2,855,,,2,1500,,
"lillie mae",1,1260,,,,,,,,
"lily allen",42,135,8,428,24,259,15,446,11,611
"limahl",6,463,,,2,1292,1,2135,3,1188
"lindsey stirling",1,1260,,,,,,,1,2066
"liniker e os caramelows",1,1260,,,,,,,,
"linkin park",1,1260,1,1301,1,1982,,,,
"linn koch-emmery",2,840,,,,,,,,
"lipps inc.",3,679,,,,,1,2135,1,2066
"lit",1,1260,,,,,1,2135,,
"lita ford",1,1260,,,,,,,,
"little eva",1,1260,,,1,1982,,,,
"little mix",4,583,6,496,35,182,2,1500,6,854
"little steven,debbie harry,john carlucci,palmyra delran and the doppel gang,palmyra delran",3,679,,,,,,,,
"living hour",1,1260,,,,,,,1,2066
"lodger",1,1260,1,1301,1,1982,,,1,2066
"lola kirke",21,228,,,,,,,,
"lola marsh",1,1260,,,,,,,,
"lomelda",1,1260,,,,,,,,
"london symphony orchestra",1,1260,,,3,1021,,,,
"longpigs",1,1260,,,,,,,,
"look vibrant",1,1260,1,1301,,,,,,
"lord huron",66,93,26,206,6,685,28,264,3,1188
"lorde",1,1260,,,,,,,1,2066
"loreena mckennitt",1,1260,,,,,,,,
"lou reed",4,583,1,1301,2,1292,7,821,20,345
"louis lane;the cleveland pops orchestra",2,840,,,,,,,,
"love and money",1,1260,,,,,,,,
"love as laughter",1,1260,,,,,,,,
"love moor & suaze",1,1260,,,,,,,,
"lovelytheband",2,840,,,,,,,,
"low",1,1260,,,1,1982,2,1500,,
"lower cut",1,1260,,,,,,,,
"lucius",17,258,,,2,1292,1,2135,,
"lucy dacus",1,1260,,,,,,,1,2066
"lucy spraggan",1,1260,,,,,,,,
"lulu",1,1260,,,3,1021,1,2135,,
"lulu and the luvvers",1,1260,1,1301,,,,,1,2066
"luminodisco",2,840,,,,,,,1,2066
"luna pop",1,1260,,,,,,,,
"lush",3,679,1,1301,,,2,1500,,
"lvl up",1,1260,,,,,,,,
"lykke li",14,298,1,1301,,,10,658,,
"lynyrd skynyrd",6,463,1,1301,,,2,1500,2,1439
"lyons",1,1260,1,1301,,,,,,
"m-3ox feat. heidrun | the temper trap",2,840,,,,,,,,
"m83",1,1260,1,1301,,,22,325,,
"madness",75,82,20,249,1,1982,2,1500,50,133
"madness feat. ian dury",2,840,,,,,,,,
"magic bronson",1,1260,,,,,,,,
"makana",1,1260,,,,,,,,
"makthaverskan",1,1260,,,1,1982,,,2,1439
"mal blum",1,1260,2,855,,,,,,
"mallrat",1,1260,,,,,,,,
"man or astro-man?",1,1260,9,393,3,1021,3,1236,1,2066
"man... or astro-man?",1,1260,,,,,,,,
"maná",1,1260,,,,,,,,
"manchester orchestra",1,1260,2,855,1,1982,2,1500,,
"mando diao",1,1260,25,214,6,685,13,511,1,2066
"manfred mann",5,507,,,2,1292,3,1236,,
"manic street preachers",16,273,8,428,6,685,26,284,2,1439
"mansun",3,679,3,685,,,,,,
"manu chao",2,840,2,855,17,346,9,707,1,2066
"many rooms",1,1260,,,,,,,,
"marble season",1,1260,,,,,,,,
"marching band",1,1260,,,,,,,,
"marcy playground",2,840,,,,,,,1,2066
"maria taylor",1,1260,,,,,,,1,2066
"marianne faithfull",1,1260,1,1301,,,,,,
"marilyn manson",23,215,6,496,1,1982,,,4,1038
"marilyn manson & tyler bates",2,840,,,,,,,,
"marina & the diamonds",2,840,3,685,3,1021,4,1081,4,1038
"marion",1,1260,2,855,,,1,2135,,
"marisa anderson",1,1260,,,,,,,,
"mariss jansons: oslo philharmonic orchestra",14,298,1,1301,,,3,1236,,
"mark otten",1,1260,,,,,,,,
"marlena shaw",1,1260,1,1301,,,,,,
"maroon 5",1,1260,,,,,1,2135,,
"martha and the muffins",1,1260,,,,,4,1081,11,611
"martha reeves and the vandellas",2,840,,,,,,,,
"martin solveig & gta",1,1260,,,,,,,,
"marv johnson",1,1260,1,1301,1,1982,,,,
"marvin gaye",3,679,1,1301,1,1982,1,2135,6,854
"marvin gaye & tammi terrell",1,1260,2,855,1,1982,,,,
"marvin gaye and tammi terrell",1,1260,,,,,,,,
"mary wells",3,679,,,1,1982,1,2135,6,854
"masafumi takada / jun fukuda",1,1260,,,,,,,,
"massive attack",3,679,1,1301,3,1021,11,598,32,224
"master boot record",1,1260,9,393,21,287,,,,
"matmos",1,1260,,,,,,,,
"matt pond pa",1,1260,,,2,1292,,,,
"matthew logan vasquez",1,1260,,,,,,,,
"mauno",1,1260,,,,,,,,
"maximo park",5,507,11,360,15,390,18,381,1,2066
"maywave",1,1260,,,,,,,,
"mc lars & ytcracker",2,840,,,,,,,,
"mc5",2,840,,,1,1982,6,887,,
"mcalmont and butler",1,1260,,,2,1292,,,,
"meat wave",1,1260,,,,,,,2,1439
"mediæval bæbes",11,348,2,855,13,426,16,425,,
"megadeth",1,1260,,,,,,,,
"megaherz",4,583,1,1301,,,1,2135,,
"mélat",1,1260,,,,,,,,
"melee",2,840,2,855,,,,,,
"mellah",1,1260,,,2,1292,2,1500,11,611
"melodiesinfonie",2,840,,,,,,,,
"men at work",2,840,,,,,,,1,2066
"men i trust",1,1260,2,855,,,,,3,1188
"menace beach",2,840,4,599,99,48,60,121,5,948
"menswear",2,840,,,,,,,,
"mercury rev",1,1260,3,685,,,36,211,2,1439
"metallica",9,390,3,685,6,685,,,,
"methyl ethel",17,258,65,99,17,346,12,544,61,103
"metric",43,131,23,230,3,1021,65,106,48,135
"metronomy",4,583,31,178,19,312,29,252,15,450
"mewithoutyou",1,1260,,,,,,,,
"mezonom",2,840,,,,,,,,
"mgmt",234,19,55,115,31,208,3,1236,35,199
"michael calfan | coldplay",2,840,,,,,,,,
"michael jackson",2,840,3,685,3,1021,1,2135,3,1188
"michel plasson: toulouse capitole orchestra",2,840,,,,,1,2135,,
"michele gingras (clarinet) and the cincinnati klezmer project",1,1260,2,855,,,15,446,,
"micky moonshine",1,1260,1,1301,,,,,,
"middle kids",1,1260,,,,,,,,
"mighty lemon drops",2,840,,,1,1982,,,,
